2025-10-07 20:31:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 15268
2025-10-07 20:31:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-10-07 20:31:23 0 [Note] InnoDB: Uses event mutexes
2025-10-07 20:31:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-10-07 20:31:23 0 [Note] InnoDB: Number of pools: 1
2025-10-07 20:31:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=245] with future log sequence number 1684265
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=396] with future log sequence number 1684265
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=244] with future log sequence number 1684221
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 1684221
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 1684177
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=284] with future log sequence number 479984
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=432] with future log sequence number 479984
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=283] with future log sequence number 479940
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=418] with future log sequence number 479940
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 479896
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 479896
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 479852
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 479852
2025-10-07 20:41:43 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=279] with future log sequence number 479808
